Adam Hunter Is The Provincial Affairs Reporter At Cbc Saskatchewan,Adam.Hunter Cbc.Ca,Ahiddycbc. Contact Him,Oil price plunge will not be factored into upcoming Sask. budget,Based In Regina. He Has Been With Cbc For Years. He Hosts The Cbc Podcast On The Ledge. Follow Him On Twitter,2020-03-09 21:04:00
"",Carol and Lynn Ciavaglia,2020-03-09 20:42:00,who are among the 237 Canadians aboard a quarantined cruise ship now at port in California,Im really scared: Almonte couple aboard quarantined ship just wants to get home,say all they want is to get home to Canada — even if it means further quarantine.
"",2020-03-20 21:01:00,but worship continues,Most in-person mass and prayer services are cancelled in Winnipeg due to COVID-19 social distancing recommendations,Winnipeg religious services cancelled,but believers still have options to practise their faith.
"",2020-03-15 18:58:00,instruction paused this week,The University of P.E.I. says all in-person classes,Island post-secondary schools suspending in-person classes,labs and exams are suspended for the rest of the semester.
"",Edmonton Mayor Don Iveson has declared a state of local emergency.,2020-03-20 20:29:00,Edmonton Mayor Don Iveson has declared a state of local emergency. He was urged to do so by city manager Adam Laughlin at an emergency advisory committee meeting Friday,Edmonton mayor declares state of local emergency,a meeting called by the mayor after a special council session. The declaration gives the city extra power to coordinate services
"",Edmonton Mayor Don Iveson has declared a state of local emergency.,2020-03-20 20:29:00,Edmonton Mayor Don Iveson has declared a state of local emergency. He was urged to do so by city manager Adam Laughlin at an emergency advisory committee meeting Friday,Edmonton mayor declares state of local emergency,a meeting called by the mayor after a special council session. The declaration gives the city extra power to coordinate services
"",The price of gasoline across the country is set to fall by roughly seven cents a litre on Wednesday,2020-03-09 18:24:00,as the impact of the unprecedented plunge in oil prices filters down to the gas pump.,Gas prices set to fall 7 cents a litre across Canada on Wednesday: analyst,The price of gasoline across the country is set to fall by roughly seven cents a litre on Wednesday
Cbc News,In todays Morning Brief,2020-02-18 12:00:00,we look at the CRTC hearings that are expected to be a showdown between the Canadas big mobile wireless providers and smaller carriers bent on shaking up the market. We also look at legibility issues with Ontarios new licence plates and the economic impact of the coronavirus outbreak.,Get informed on the top stories of the day in one quick scan,Good morning! This is our daily news roundup with everything you need to know in one concise read. Sign up here to get this delivered to your inbox every morning. CRTC hearings could open door to cheaper cellphone rates Cellphone bills are a popular discussion topic for Canadians
Web Journalist,Honours,With A Bachelor Of Journalism,Degree. SheS Worked With Cbc Radio,Sara Is A P.E.I. Native Who Graduated The University Of KingS College In Halifax. N.S.,Television Since
City Hall Reporter,Lauren.Pelley Cbc.Ca,Municipal Affairs. Contact Her At,Toronto waking up to new reality amid evidence of COVID-19 community spread,Lauren Pelley Is A Cbc Reporter In Toronto Covering City Hall,2020-03-17 08:00:00
"",Here are some helpful tips to select the best mental health app for support during self-isolation.,2020-03-19 00:59:00,In times of heightened stress and anxiety during the COVID-19 pandemic,Looking to use mental health apps during self-isolation? Consider these tips,some people are more inclined to seek mental health support online — especially if they are in self-isolation.  Dr. Marianne Hrabok
Cbc News,In todays Morning Brief,2020-02-18 12:00:00,we look at the CRTC hearings that are expected to be a showdown between the Canadas big mobile wireless providers and smaller carriers bent on shaking up the market. We also look at legibility issues with Ontarios new licence plates and the economic impact of the coronavirus outbreak.,Get informed on the top stories of the day in one quick scan,Good morning! This is our daily news roundup with everything you need to know in one concise read. Sign up here to get this delivered to your inbox every morning. CRTC hearings could open door to cheaper cellphone rates Cellphone bills are a popular discussion topic for Canadians
Cbc News,health minister says,handshakes,2020-02-28 14:59:00,COVID-19 in Quebec: Avoid double-cheek kisses,Danielle McCann said people should wash their hands as many times as possible with soap and avoid touching their faces.
Peter Mills Is An Associate Producer At Cbc Saskatchewan,Email Peter.Mills Cbc.Ca.,Tweetermillscbc. Do You Have A Story Idea,Saskatoon church cancels worship and asks for supplies,The Host Of The Meet The Riders Podcast. Follow Him On Twitter,2020-03-15 11:00:00
Kendall Latimer Has Shared Compelling Stories,Video With Cbc Saskatchewan Since She Loves A Good Yarn,Audio,Is Always Open To Chat,Photos,Kendall.Latimer Cbc.Ca.
"",Live lobster sales from Canada to China soared last year during that countrys trade war with the U.S. But new rules stemming from a January agreement means Maine lobster could now be exempt from a 35 per cent Chinese tariff.,2020-02-27 20:40:00,Canadian lobster fishermen may soon lose their edge in the Chinese market thanks to a rule change that could exempt Maine lobster from punitive tariffs. Trade measures announced this week will make a wide range of U.S. products,Canada poised to lose lobster edge in China in wake of U.S. trade deal, including live lobster
"",First responders across the Island are changing the way they do things because of COVID-19.,2020-03-18 23:00:00,First responders across the Island are changing the way they do things because of COVID-19. Additional cleaning is being done at the Charlottetown police station and access is being restricted. People are still able to communicate with our telecommunications office through camera and intercom,How first responders are dealing with the threat of COVID-19 on P.E.I., said Chief Paul Smith. Charlottetown police officers have hand sanitizer in their cruisers and are wiping them down. In the past officers have been spat on and have spit shields to protect themselves. From a public safety point of view
Peter Mills Is An Associate Producer At Cbc Saskatchewan,Email Peter.Mills Cbc.Ca.,Tweetermillscbc. Do You Have A Story Idea,Saskatoon church cancels worship and asks for supplies,The Host Of The Meet The Riders Podcast. Follow Him On Twitter,2020-03-15 11:00:00
Kendall Latimer Has Shared Compelling Stories,Video With Cbc Saskatchewan Since She Loves A Good Yarn,Audio,Is Always Open To Chat,Photos,Kendall.Latimer Cbc.Ca.
"",First responders across the Island are changing the way they do things because of COVID-19.,2020-03-18 23:00:00,First responders across the Island are changing the way they do things because of COVID-19. Additional cleaning is being done at the Charlottetown police station and access is being restricted. People are still able to communicate with our telecommunications office through camera and intercom,How first responders are dealing with the threat of COVID-19 on P.E.I., said Chief Paul Smith. Charlottetown police officers have hand sanitizer in their cruisers and are wiping them down. In the past officers have been spat on and have spit shields to protect themselves. From a public safety point of view
"",2020-03-18 22:56:00,says 29-year-old in isolation at Halifax long-term care home,Twenty-nine-year-old Vicky Levack can’t leave the Halifax long-term care facility where she lives,Protect each other,or receive visitors. She’s passing the time by reading lots of books and asking her friends to post pictures on social media.
Cbc News,2020-01-31 13:00:00,says travel consultant,A travel agent whos been part of the industry for almost five decades says industry insiders now more than ever need to be aware of the politics of the world.,Agents need to know the politics of the world when planning trips,A travel agent whos been part of the industry for almost five decades says industry insiders now more than ever need to be aware of the politics of the world. Kathleen Warren
Kendall Latimer Has Shared Compelling Stories,Video With Cbc Saskatchewan Since She Loves A Good Yarn,Audio,Is Always Open To Chat,Photos,Kendall.Latimer Cbc.Ca.
Senior Investigative Journalist,Regional Awards.,Documentary Producer Has Earned Numerous National,Send Your Tips,Geoff Leo Has Been A Reporter For Cbc News In Saskatchewan Since His Work As An Investigative Journalist,Story Ideas To Geoff.
